"entity_name","review_group_id","entity_id","canonical_name","entity_status","conflicting_contributor_ids","confirmed","is_conflict","link_methods","Contributor.ID","n_contributions","total_amount","max_single_recipient","same_recipient_variant","city","state","zip"
"COMCAST CORPORATION AND AFFILIATED ENTITIES INCLUDING NBCUNIVERSAL MEDIA LLC(JOHN MANNION)","org_rg_2007","deaafbda-c611-40d2-9590-30d88ab4760d",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,2,11800,40000,FALSE,"Philadelphia","PA","19103"
"COMCAST CORPORATION AND AFFILIATED ENTITIES INCLUDING NBCUNIVERSAL MEDIA, LLC","org_rg_2007","deaafbda-c611-40d2-9590-30d88ab4760d","COMCAST","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge | name_v5_cross",NA,2,4900,40000,FALSE,"Universal City","CA","91608"
"COMCAST CORPORATION AND AFFILIATED ENTITIES, INCLUDING NBCUNIVERSAL MEDIA LLC","org_rg_2007","deaafbda-c611-40d2-9590-30d88ab4760d",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,4,85000,40000,FALSE,"PHILADELPHIA","PA","19103"
"COMCAST CORPORATION AND AFFILIATED ENTITIES, INCLUDING NBCUNIVERSAL MEDIA LLC(JOHN MANNION)","org_rg_2007","deaafbda-c611-40d2-9590-30d88ab4760d",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,2,4500,40000,FALSE,"Philadelphia","PA","19103"
"COMCAST FINANCIAL AGENCY CORP","org_rg_2007","deaafbda-c611-40d2-9590-30d88ab4760d","COMCAST","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | map1_bridge",NA,1,2000,40000,FALSE,"Philadelphia","PA","19103"
"COMCAST FINANCIAL AGENCY CORP.","org_rg_2007","deaafbda-c611-40d2-9590-30d88ab4760d","COMCAST","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1",NA,3,19800,40000,FALSE,"Philadelphia","PA","19103"
"COMCAST FINANCIAL AGENCY CORPORATION","org_rg_2007","deaafbda-c611-40d2-9590-30d88ab4760d","COMCAST","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,32,158500,40000,FALSE,"Philadelphia | PHILIDELPHIA","PA","19103 | 19103-2833 | 19103-2838"
"CREDIT UNION OF SOUTHERN CA","org_rg_2138","57d0d482-f045-4afb-8e87-bee3f197ebba","CREDIT UNION OF SOUTHERN CALIFORNIA","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge",NA,1,1500,80000,FALSE,"Anaheim","CA","92809"
"CREDIT UNION OF SOUTHERN CALIFORNIA","org_rg_2138","57d0d482-f045-4afb-8e87-bee3f197ebba","CREDIT UNION OF SOUTHERN CALIFORNIA","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge | name_v4_cross | name_v5_cross",NA,6,26100,80000,TRUE,"Anaheim | Ontario | Whittier","CA","90603-2077 | 91761 | 92808"
"CREDIT UNION OF SOUTHERN CALIFORNIA (INDEPDENT EXPENDITURE ACCOUNT)","org_rg_2138","57d0d482-f045-4afb-8e87-bee3f197ebba",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,2,60400,80000,TRUE,"Ontario","CA","91761"
"DESILVA GATES CONSTRUCTION","org_rg_2368","1738711b-46ea-4178-9a10-c1879e48b626",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,4,19600,22084,TRUE,"Dublin","CA","94568"
"DESILVA GATES CONSTRUCTION (RUA)","org_rg_2368","1738711b-46ea-4178-9a10-c1879e48b626",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,2,2484,22084,TRUE,"Dublin","CA","94568"
"ELECT DEMS NOW PAC","org_rg_2605","b9671888-8ee9-41c8-8d47-671bf4d7af83",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v2_cross",NA,2,461781.12,21999,TRUE,"Washington","DC","20001 | 20001-2149"
"ELECT DEMS NOW PAC FED ID# C00880062","org_rg_2605","b9671888-8ee9-41c8-8d47-671bf4d7af83",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v2_cross","1475124",2,20000,21999,TRUE,"Washington","DC","20001-2149"
"ANTHEM BLUE CROSS","org_rg_2634","7009b0d4-a7f3-4930-afc2-0d88c7e7d27b",NA,"new_entity",FALSE,FALSE,FALSE,"map1_bridge",NA,1,200,23400,FALSE,"Glendale","CA","91205"
"ELEVANCE HEALTH INC.","org_rg_2634","aa6e3397-d27a-47e7-bf9f-85e381789812",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge | name_v4_cross | name_v5_cross",NA,4,60700,23400,TRUE,"Cincinnati | Thousand Oaks","CA | OH","45209-7542 | 91362"
"ELEVANCE HEALTH INC. (RESTRICTED USE ACCOUNT)","org_rg_2634","aa6e3397-d27a-47e7-bf9f-85e381789812",NA,"new_entity",FALSE,FALSE,FALSE,"name_v4_cross | name_v5_cross",NA,1,1900,23400,TRUE,"Thousand Oaks","CA","91362"
"ELEVANCE HEALTH, INC.","org_rg_2634","aa6e3397-d27a-47e7-bf9f-85e381789812",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v5_cross",NA,2,2500,23400,FALSE,"Cincinnati | CINCINNATI","OH","45209 | 45209-7542"
"ELEVANCE HEALTH, INC. AND ITS AFFILIATE ANTHEM BLUE CROSS","org_rg_2634","b6e2260f-a164-409a-8b67-94b8f006b7ab",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,4,13300,23400,FALSE,"Cincinnati | Sacramento","CA | OH","45209 | 95819"
"1ST UNITED CREDIT UNION","org_rg_277","2cf4ad6a-646c-4522-a9f0-0d1b71a6431e",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,2,19600,19800,TRUE,"Livermore","CA","94551"
"1ST UNITED CREDIT UNION (INDEPENDENT EXPENDITURE)","org_rg_277","2cf4ad6a-646c-4522-a9f0-0d1b71a6431e",NA,"new_entity",FALSE,FALSE,FALSE,"name_v4_cross | name_v5_cross",NA,1,200,19800,TRUE,"Livermore","CA","94551"
"FERREIRA CONSTRUCTION CO. INC. DBA FERREIRA COASTAL CONSTRUCTION","org_rg_2845","fcdbc967-4690-43d4-b94c-07b1fec59918",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,2,11176,11807,TRUE,"Rancho Cucamonga","CA","91730"
"FERREIRA CONSTRUCTION CO. INC. DBA FERREIRA COASTAL CONSTRUCTION (RUA)","org_rg_2845","fcdbc967-4690-43d4-b94c-07b1fec59918",NA,"new_entity",FALSE,FALSE,FALSE,"name_v4_cross | name_v5_cross",NA,1,631,11807,TRUE,"Rancho Cucamonga","CA","91730"
"FERREIRA CONSTRUCTION CO., INC. DBA FERREIRA COASTAL CONSTRUCTION COMPANY","org_rg_2845","fcdbc967-4690-43d4-b94c-07b1fec59918",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v5_cross",NA,6,18163,11807,FALSE,"Chino | Rancho Cucamonga","CA","91710 | 91730"
"AFSCME LOCAL 101 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_29","fe9ae7ff-aef5-48a2-afeb-068116964fc8",NA,"adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,17,31283,145549,TRUE,"San Jose","CA","95112"
"AFSCME LOCAL 146 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_29","e8a64b36-75b2-44f7-a82a-a1505622670e",NA,"adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,11,12557,145549,TRUE,"Sacramento","CA","95814"
"AFSCME LOCAL 1684 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_29","bd3ee494-73bb-453a-92fe-93bc2dbde9a2",NA,"adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,10,10655,145549,TRUE,"Oakland","CA","94606"
"AFSCME LOCAL 2019 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_29","d67f346a-c947-49d1-be38-161518744f90",NA,"adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,10,7030,145549,TRUE,"Oakland","CA","94621"
"AFSCME LOCAL 2428 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_29","5333695d-2d4b-4e19-acf2-418b31036dcb",NA,"adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,13,5796,145549,TRUE,"Oakland","CA","94621"
"AFSCME LOCAL 2700 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_29","f8a1714d-797e-41ce-ae0e-e0565ddefb2f",NA,"adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,10,14054,145549,TRUE,"Martinez","CA","94553"
"AFSCME LOCAL 2703 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_29","301a4bcd-099f-4b5d-99ce-d94aa89b2e59",NA,"adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,16,18342,145549,TRUE,"Merced","CA","95348"
"AFSCME LOCAL 3993 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_29","ae43d550-5f9d-4a18-8244-832d7a58f697",NA,"adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,10,4195,145549,TRUE,"Oakland","CA","94621"
"AFSCME LOCAL 444 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_29","e2e8a3d8-7e03-4039-87d7-b0a942092313",NA,"adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,10,7392,145549,TRUE,"Oakland","CA","94621"
"AFSCME LOCAL 512 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_29","ff75ccb3-52e2-4c40-883d-ab15ee49b275",NA,"adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,10,2548,145549,TRUE,"Martinez","CA","94553"
"AFSCME LOCAL 829 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_29","6fb16149-48a9-4b81-ae93-8a22b32c2829",NA,"adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,10,31697,145549,TRUE,"Belmont","CA","94002"
"AFSCME, AFL-CIO, COUNCIL 36 PAC","org_rg_29","426d3dc6-4daf-4ff4-bd46-cb14659ba68c",NA,"adding_to_existing",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id","747152",1,2500,145549,FALSE,"Los Angeles","CA","90020"
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO, COUNCIL 36 PAC","org_rg_29","426d3dc6-4daf-4ff4-bd46-cb14659ba68c",NA,"adding_to_existing",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id","747152",1,2500,145549,FALSE,"LOS ANGELES","CA","90020"
"UNITED EMS WORKERS AFSCME LOCAL 4911 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_29","b3c2b7a7-17cd-4f2f-84b4-7cd2fbe064f7",NA,"adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,3,35525.1,145549,FALSE,"San Jose","CA","95119"
"FRONTWAVE CREDIT UNION","org_rg_3027","d0f37e1d-3de8-4be9-9d8c-b452e70678c9",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,3,24600,31400,TRUE,"Oceanside","CA","92056"
"FRONTWAVE CREDIT UNION (INDEPENDENT EXPENDITURE ACCOUNT)","org_rg_3027","d0f37e1d-3de8-4be9-9d8c-b452e70678c9",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,3,11800,31400,TRUE,"Oceanside","CA","92056"
"G F CONCRETE CUTTING INC","org_rg_3059","4c6d3259-8181-4527-b76e-2b7e0578adcf",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,4,16568,17138,TRUE,"Santa Fe Springs","CA","90670"
"G F CONCRETE CUTTING INC (RUA)","org_rg_3059","4c6d3259-8181-4527-b76e-2b7e0578adcf",NA,"new_entity",FALSE,FALSE,FALSE,"name_v4_cross | name_v5_cross",NA,1,570,17138,TRUE,"Santa Fe Springs","CA","90670"
"GILBANE BUILDING COMPANY","org_rg_3147","32de76d0-6789-4d8d-a8e6-ec28c6e82257",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,3,9800,12097.85,TRUE,"San Jose","CA","95110"
"GILBANE BUILDING COMPANY (RESTRICTED USE ACCOUNT)","org_rg_3147","32de76d0-6789-4d8d-a8e6-ec28c6e82257",NA,"new_entity",FALSE,FALSE,FALSE,"name_v4_cross | name_v5_cross",NA,1,2297.85,12097.85,TRUE,"San Jose","CA","95110"
"GOOGLE CLIENT SERVICES LLC","org_rg_3244","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | name_v5_cross",NA,2,8400,80000,FALSE,"Mountain View","CA","94043"
"GOOGLE CLIENT SERVICES, LLC","org_rg_3244","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | name_v5_cross",NA,1,1500,80000,TRUE,"Mountain View","CA","94043"
"GOOGLE LLC & AFFILIATED ENTITIES","org_rg_3244","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1",NA,1,1500,80000,TRUE,"Mountain View","CA","94043"
"GOOGLE LLC AND AFFILIATED ENTITIES","org_rg_3244","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,4,7000,80000,FALSE,"Mountain View","CA","94043"
"GOOGLE LLC AND AFFILIATED ENTITIES (ROB BIEDERMAN)","org_rg_3244","935b461b-d567-41e7-a9e5-d8c32f30d592",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,3,3000,80000,TRUE,"Mountain View","CA","94043-1351"
"GOOGLE LLC AND AFFILIATED ENTITIES (ROBERT BIEDERMAN)","org_rg_3244","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v4 | name_v4_cross | name_v5_cross",NA,1,15000,80000,FALSE,"Sausalito","CA","94965-3321"
"GOOGLE LLC AND AFFILIATED ENTITIES (WILLIAM FLOYD)","org_rg_3244","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v4 | name_v4_cross | name_v5_cross",NA,1,3000,80000,TRUE,"Mountain View","CA","94043-1351"
"GOOGLE LLC AND AFFILIATED ENTITIES(BOB BIEDERMAN)","org_rg_3244","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v4 | name_v4_cross | name_v5_cross",NA,1,1500,80000,TRUE,"Mountain View","CA","94043"
"GOOGLE LLC AND AFFILIATED ENTITIES(ROB BIEDERMAN)","org_rg_3244","935b461b-d567-41e7-a9e5-d8c32f30d592",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,14,223000,80000,TRUE,"Mountain View | MOUNTAIN VIEW","CA","94043"
"GOOGLE LLC AND AFFILIATED ENTITIES(WILLIAM FLOYD)","org_rg_3244","935b461b-d567-41e7-a9e5-d8c32f30d592",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,7,61500,80000,TRUE,"Mountain View | MOUNTAIN VIEW","CA","94043"
"GOOGLE, LLC AND AFFILIATED ENTITIES","org_rg_3244","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge | name_v5_cross",NA,23,37900,80000,TRUE,"Mountain View","CA","94043"
"GOOGLE LLC AND ITS AFFILIATED ENTITIES(MARK ISAKOWITZ)","org_rg_3245","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v4 | name_v4_cross | name_v5_cross",NA,1,16500,116500,TRUE,"Mountain View","CA","94043"
"GOOGLE LLC AND ITS AFFILIATED ENTITIES(ROBERT BIEDERMAN)","org_rg_3245","935b461b-d567-41e7-a9e5-d8c32f30d592","GOOGLE","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v4 | name_v4_cross | name_v5_cross",NA,1,1e+05,116500,TRUE,"Mountain View","CA","94043"
"GOOGLE LLC AND ITS AFFILIATED ENTITIES(WILLIAM FLOYD)","org_rg_3245","935b461b-d567-41e7-a9e5-d8c32f30d592",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,2,10000,116500,FALSE,"Mountain View","CA","94043"
"GRIFFITH COMPANY","org_rg_3325","625bf5fe-11e7-435d-af14-a395e96fd7a2",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,11,15800,26220.85,TRUE,"Brea","CA","92821"
"GRIFFITH COMPANY (RESTRICTED USE ACCOUNT)","org_rg_3325","625bf5fe-11e7-435d-af14-a395e96fd7a2",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,3,10420.85,26220.85,TRUE,"Brea","CA","92821"
"HARBOR DISTRIBUTING LLC","org_rg_3412","f97fecf7-865e-4caf-b345-bc06731f39c1","HARBOR DISTRIBUTING","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | name_v2_cross | name_v4_cross | name_v5_cross",NA,2,6900,45000,FALSE,"Huntington Beach","CA","92647"
"HARBOR DISTRIBUTING LLC(DAVID K. REYES)","org_rg_3412","f97fecf7-865e-4caf-b345-bc06731f39c1",NA,"adding_to_existing",FALSE,FALSE,FALSE,"name_v2_cross | name_v4_cross | name_v5_cross",NA,1,9800,45000,FALSE,"Huntington Beach","CA","92647"
"HARBOR DISTRIBUTING, LLC","org_rg_3412","f97fecf7-865e-4caf-b345-bc06731f39c1","HARBOR DISTRIBUTING","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | name_v2_cross | name_v4_cross | name_v5_cross",NA,8,21300,45000,TRUE,"Huntington Beach | HUNTINGTON BEACH","CA","92647"
"HARBOR DISTRIBUTING, LLC (DAVID K. REYES)","org_rg_3412","f97fecf7-865e-4caf-b345-bc06731f39c1","HARBOR DISTRIBUTING","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v4 | name_v2_cross | name_v4_cross | name_v5_cross",NA,1,1000,45000,FALSE,"Huntington Beach","CA","92649-1168"
"HARBOR DISTRIBUTING, LLC (LARA DUNBAR)","org_rg_3412","f97fecf7-865e-4caf-b345-bc06731f39c1","HARBOR DISTRIBUTING","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v4 | name_v4_cross | name_v5_cross",NA,1,20000,45000,TRUE,"Huntington Beach","CA","92647"
"HARBOR DISTRIBUTING, LLC(DAVID K REYES)","org_rg_3412","f97fecf7-865e-4caf-b345-bc06731f39c1","HARBOR DISTRIBUTING","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1",NA,1,5900,45000,FALSE,"Huntington Beach","CA","92647"
"HARBOR DISTRIBUTING, LLC(DAVID K. REYES)","org_rg_3412","f97fecf7-865e-4caf-b345-bc06731f39c1","HARBOR DISTRIBUTING","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | name_v2_cross | name_v4_cross | name_v5_cross",NA,4,32500,45000,TRUE,"Huntington Beach | HUNTINGTON BEACH","CA","92647"
"HARBOR DISTRIBUTING, LLC(LARA DUNBAR)","org_rg_3412","f97fecf7-865e-4caf-b345-bc06731f39c1",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,2,25000,45000,TRUE,"Huntington Beach","CA","92647"
"HARBOR DISTRIBUTING, LLC(THOMAS A. REYES)","org_rg_3412","f97fecf7-865e-4caf-b345-bc06731f39c1","HARBOR DISTRIBUTING","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v4 | name_v4_cross | name_v5_cross",NA,1,1000,45000,FALSE,"Huntington Beach","CA","92647"
"HARBOR DISTRIBUTING, LLC.(DAVID REYES)","org_rg_3412","f97fecf7-865e-4caf-b345-bc06731f39c1",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v2_cross | name_v4_cross | name_v5_cross",NA,2,15000,45000,FALSE,"Huntington Beach","CA","92647"
"HELIX ELECTRIC","org_rg_3470","0d2962ea-70d0-4c99-8961-aca63772da6d",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v5_cross",NA,2,3565.64,5400,FALSE,"Oakland","CA","94621"
"HELIX ELECTRIC INC.","org_rg_3470","0d2962ea-70d0-4c99-8961-aca63772da6d",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v5_cross",NA,11,3600,5400,TRUE,"San Diego","CA","92121"
"HELIX ELECTRIC, INC.","org_rg_3470","0d2962ea-70d0-4c99-8961-aca63772da6d",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v5_cross",NA,6,1800,5400,TRUE,"San Diego","CA","92121"
"IATSE 600 INT'L CINEMATOGRAPHE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_3757","c0d1328c-533e-40cc-8dbf-6bd840bd0f14",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,9,5031,5590,TRUE,"Los Angeles | Washington","CA | DC","20488 | 90046"
"IATSE 600 INT'L CINEMATOGRAPHE(INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_3757","c0d1328c-533e-40cc-8dbf-6bd840bd0f14",NA,"new_entity",FALSE,FALSE,FALSE,"name_v4_cross | name_v5_cross",NA,1,559,5590,TRUE,"Los Angeles","CA","90046"
"CA CREDIT UNION LEAGUE PAC","org_rg_39","fe54faa9-1d46-4c96-8fc1-bfd68a665271","CALIFORNIA CREDIT UNION LEAGUE","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","760225",2,11800,1461405.51,FALSE,"Ontario","CA","91761"
"CALIFORNIA CREDIT UNION LEAGUE","org_rg_39","fe54faa9-1d46-4c96-8fc1-bfd68a665271","CALIFORNIA CREDIT UNION LEAGUE","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,3,0,1461405.51,TRUE,"Ontario","CA","91761"
"CALIFORNIA CREDIT UNION LEAGUE (CCUL ADMIN)","org_rg_39","fe54faa9-1d46-4c96-8fc1-bfd68a665271","CALIFORNIA CREDIT UNION LEAGUE","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge | name_v4_cross | name_v5_cross",NA,24,311405.51,1461405.51,TRUE,"Ontario","CA","91761"
"CALIFORNIA CREDIT UNION LEAGUE (CCUL INDEPENDENT EXPENDITURE ACCOUNT)","org_rg_39","fe54faa9-1d46-4c96-8fc1-bfd68a665271",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,2,1140200,1461405.51,TRUE,"Ontario","CA","91761"
"CALIFORNIA CREDIT UNION LEAGUE (CCUL)","org_rg_39","fe54faa9-1d46-4c96-8fc1-bfd68a665271",NA,"adding_to_existing",FALSE,FALSE,FALSE,"name_v4_cross | name_v5_cross",NA,1,9800,1461405.51,TRUE,"Ontario","CA","91761"
"CALIFORNIA CREDIT UNION LEAGUE PAC","org_rg_39","fe54faa9-1d46-4c96-8fc1-bfd68a665271","CALIFORNIA CREDIT UNION LEAGUE","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","760225",21,52200,1461405.51,TRUE,"Ontario | Sacramento","CA","91761 | 95814"
"CALIFORNIA CREDIT UNION LEAGUE PAC INDEPENDENT EXPENDITURE ACCOUNT","org_rg_39","fe54faa9-1d46-4c96-8fc1-bfd68a665271","CALIFORNIA CREDIT UNION LEAGUE","adding_to_existing",FALSE,TRUE,FALSE,"same_contributor_id","760225",2,27000,1461405.51,TRUE,"Ontario","CA","91761"
"CALIFORNIA CREDIT UNION LEAGUE POLITICAL ACTION COMMITTEE","org_rg_39","fe54faa9-1d46-4c96-8fc1-bfd68a665271","CALIFORNIA CREDIT UNION LEAGUE","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id","760225",1,1500,1461405.51,FALSE,"Ontario","CA","91761-1249"
"CALIFORNIA'S CREDIT UNIONS LEAGUE PAC, SPONSORED BY CALIFORNIA CREDIT UNION LEAGUE","org_rg_39","fe54faa9-1d46-4c96-8fc1-bfd68a665271","CALIFORNIA CREDIT UNION LEAGUE","adding_to_existing",FALSE,TRUE,FALSE,"same_contributor_id","760225",1,2500,1461405.51,FALSE,"Sacramento","CA","95814"
"CALIFORNIA'S CREDIT UNIONS POLITICAL ACTION COMMITTEE SPONSORED BY CALIFORNIA CREDIT UNION LEAGUE","org_rg_39","fe54faa9-1d46-4c96-8fc1-bfd68a665271","CALIFORNIA CREDIT UNION LEAGUE","adding_to_existing",FALSE,TRUE,FALSE,"name_v5_cross | same_contributor_id","760225",1,2500,1461405.51,TRUE,"Sacramento","CA","95814"
"CALIFORNIA'S CREDIT UNIONS POLITICAL ACTION COMMITTEE, SPONSORED BY CALIFORNIA CREDIT UNION LEAGUE","org_rg_39","fe54faa9-1d46-4c96-8fc1-bfd68a665271","CALIFORNIA CREDIT UNION LEAGUE","adding_to_existing",FALSE,TRUE,FALSE,"name_v5_cross | same_contributor_id","760225",1,1500,1461405.51,FALSE,"Sacramento","CA","95814-3992"
