Filing_ID,Amend_ID,Form_Type,RPT_Date,Filer_ID,Filer_Name,Filer_City,Filer_State,Candidate_Name,Sup_Opp,From_Date,Thru_Date,IE_Spender_Text,Industry_Category,Classification_Confidence,Classification_Method,IE_Amount_F465
1472075.0,0.0,F496,3/11/2010 12:00:00 AM,1245822,Democratic Governors' Association - Non-Candidate Contribution Committee Sponsored by Democratic Governors' Association,Washington,DC,Meg Whitman,O,,,Democratic Governors' Association - Non-Candidate Contribution Committee Sponsored by Democratic Governors' Association,Political,0.654,knn,
1472076.0,0.0,F496,3/11/2010 12:00:00 AM,1245822,Democratic Governors' Association - Non-Candidate Contribution Committee Sponsored by Democratic Governors' Association,Washington,DC,Steve Poizner,O,,,Democratic Governors' Association - Non-Candidate Contribution Committee Sponsored by Democratic Governors' Association,Political,0.654,knn,
1474088.0,0.0,F465,3/20/2010 12:00:00 AM,1245822,Democratic Governors' Association - Non-Candidate Contribution Committee Sponsored by Democratic Governors' Association,Washington,DC,Steve Poizner,O,1/1/2010 12:00:00 AM,3/17/2010 12:00:00 AM,Democratic Governors' Association - Non-Candidate Contribution Committee Sponsored by Democratic Governors' Association,Political,0.654,knn,
1474090.0,0.0,F465,3/20/2010 12:00:00 AM,1245822,Democratic Governors' Association - Non-Candidate Contribution Committee Sponsored by Democratic Governors' Association,Washington,DC,Meg Whitman,O,1/1/2010 12:00:00 AM,3/17/2010 12:00:00 AM,Democratic Governors' Association - Non-Candidate Contribution Committee Sponsored by Democratic Governors' Association,Political,0.654,knn,
1474817.0,2.0,F465,5/27/2010 12:00:00 AM,1323903,"Level the Playing Field 2010 against Billionaire Meg Whitman for Governor, a coalition of nurses, faculty and painters organizations",Los Angeles,CA,Whitman Meg,O,1/1/2010 12:00:00 AM,3/17/2010 12:00:00 AM,"Level the Playing Field 2010 against Billionaire Meg Whitman for Governor, a coalition of nurses, faculty and painters organizations",Labor,0.9,keyword,
1475478.0,1.0,F496,5/26/2010 12:00:00 AM,1323903,"Level the Playing Field 2010 against Billionaire Meg Whitman for Governor, a coalition of nurses, faculty and painters organizations",Los Angeles,CA,Whitman Meg,O,,,"Level the Playing Field 2010 against Billionaire Meg Whitman for Governor, a coalition of nurses, faculty and painters organizations",Labor,0.9,keyword,
1476402.0,0.0,F496,3/26/2010 12:00:00 AM,1323903,"Level the Playing Field 2010 against Billionaire Meg Whitman for Governor, A coalition of Nurses, Faculty and Painters organizations",Los Angeles,CA,Whitman Meg,O,,,"Level the Playing Field 2010 against Billionaire Meg Whitman for Governor, A coalition of Nurses, Faculty and Painters organizations",Labor,0.9,keyword,
1476921.0,0.0,F496,3/31/2010 12:00:00 AM,1323903,"Level the Playing Field 2010 against Billionaire Meg Whitman for Governor, a coalition of Nurses, Faculty and Painters organizations",Los Angeles,CA,Whitman Meg,O,,,"Level the Playing Field 2010 against Billionaire Meg Whitman for Governor, a coalition of Nurses, Faculty and Painters organizations",Labor,0.9,keyword,
1477270.0,0.0,F496,4/1/2010 12:00:00 AM,1245822,Democratic Governors' Association - Non-Candidate Contribution Committee Sponsored by Democratic Governors' Association,Washington,DC,Steve Poizner,O,,,Democratic Governors' Association - Non-Candidate Contribution Committee Sponsored by Democratic Governors' Association,Political,0.654,knn,
1477271.0,0.0,F496,4/1/2010 12:00:00 AM,1245822,Democratic Governors' Association - Non-Candidate Contribution Committee Sponsored by Democratic Governors' Association,Washington,DC,Meg Whitman,O,,,Democratic Governors' Association - Non-Candidate Contribution Committee Sponsored by Democratic Governors' Association,Political,0.654,knn,
1478057.0,0.0,F496,4/6/2010 12:00:00 AM,1323903,"Level the Playing Field 2010 Against Billionaire Meg Whitman for Governor, a coalition of Nurses, Faculty and Painters organizations",Los Angeles,CA,Whitman Meg,O,,,"Level the Playing Field 2010 Against Billionaire Meg Whitman for Governor, a coalition of Nurses, Faculty and Painters organizations",Labor,0.9,keyword,
1479459.0,0.0,F496,4/13/2010 12:00:00 AM,744129,CLING PEACH GROWERS FOR EFFECTIVE GOVERNMENT (AKA PEACH-PAC),SACRAMENTO,CA,Whitman Meg,S,,,CLING PEACH GROWERS FOR EFFECTIVE GOVERNMENT (AKA PEACH-PAC),Ag,0.505,knn,
1481437.0,0.0,F496,4/21/2010 12:00:00 AM,742993,LOCAL 1245 IBEW EXECUTIVE BOARD,Vacaville,CA,Brown Jerry,s,,,LOCAL 1245 IBEW EXECUTIVE BOARD,Labor,1.0,knn,
1481599.0,0.0,F496,4/22/2010 12:00:00 AM,780657,California Nurses Association Political Action Committee (CNA-PAC),Oakland,CA,Meg Whitman,O,,,California Nurses Association Political Action Committee (CNA-PAC),Labor,0.9,keyword,
1481985.0,0.0,F496,4/23/2010 12:00:00 AM,780657,California Nurses Association Political Action Committee (CNA-PAC),Oakland,CA,Meg Whitman,O,,,California Nurses Association Political Action Committee (CNA-PAC),Labor,0.9,keyword,
1483725.0,1.0,F496,5/27/2010 12:00:00 AM,780657,California Nurses Association Political Action Committee (CNA-PAC),Oakland,CA,Meg Whitman,O,,,California Nurses Association Political Action Committee (CNA-PAC),Labor,0.9,keyword,
1483827.0,0.0,F496,4/28/2010 12:00:00 AM,1323903,Level the Playing Field 2010,Los Angeles,CA,Whitman Meg,O,,,Level the Playing Field 2010,Real Estate,0.335,knn_low_conf,
1486033.0,0.0,F496,5/3/2010 12:00:00 AM,822554,San Bernardino County Safety Employees' Benefit Association PAC,San Bernardino,CA,Jerry Brown,S,,,San Bernardino County Safety Employees' Benefit Association PAC,Labor,1.0,knn,
1486167.0,1.0,F496,5/27/2010 12:00:00 AM,780657,California Nurses Association Political Action Committee (CNA-PAC),Oakland,CA,Meg Whitman,O,,,California Nurses Association Political Action Committee (CNA-PAC),Labor,0.9,keyword,
1486345.0,3.0,F496,5/27/2010 12:00:00 AM,822501,Professional Engineers in California Government PECG PAC,Sacramento,CA,Brown Jerry,S,4/28/2010 12:00:00 AM,,Professional Engineers in California Government PECG PAC,Labor,1.0,knn,
1486683.0,0.0,F496,5/6/2010 12:00:00 AM,1323903,"Level the Playing Field 2010 Against Billionaire Meg Whitman for Governor, A Coalition of Nurses, Faculty and Painters Organizations",Los Angeles,CA,Whitman Meg,O,,,"Level the Playing Field 2010 Against Billionaire Meg Whitman for Governor, A Coalition of Nurses, Faculty and Painters Organizations",Labor,0.9,keyword,
1487045.0,3.0,F496,5/26/2010 12:00:00 AM,860894,California Association of Professional Scientists (CAPS PAC),Sacramento,CA,Brown Jerry,S,5/19/2010 12:00:00 AM,,California Association of Professional Scientists (CAPS PAC),Labor,1.0,knn,
1487432.0,0.0,F496,5/12/2010 12:00:00 AM,1315969,San Francisco Police Officers Association PAC,San Francisco,CA,Jerry Brown,S,,,San Francisco Police Officers Association PAC,Labor,0.9,keyword,
1487774.0,0.0,F496,5/14/2010 12:00:00 AM,1245822,Democratic Governors' Association - Non-Candidate Contribution Committee Sponsored by Democratic Governors' Association,Washington,DC,Steve Poizner,O,,,Democratic Governors' Association - Non-Candidate Contribution Committee Sponsored by Democratic Governors' Association,Political,0.654,knn,
1487775.0,0.0,F496,5/14/2010 12:00:00 AM,1245822,Democratic Governors' Association - Non-Candidate Contribution Committee Sponsored by Democratic Governors' Association,Washington,DC,Meg Whitman,O,,,Democratic Governors' Association - Non-Candidate Contribution Committee Sponsored by Democratic Governors' Association,Political,0.654,knn,
1488630.0,0.0,F496,5/19/2010 12:00:00 AM,1323903,"Level the Playing Field 2010 against Billionaire Meg Whitman for Governor, a coalition of nurses, faculty and painters organizations",Los Angeles,CA,Whitman Meg,O,,,"Level the Playing Field 2010 against Billionaire Meg Whitman for Governor, a coalition of nurses, faculty and painters organizations",Labor,0.9,keyword,
1488641.0,0.0,F496,5/20/2010 12:00:00 AM,744129,CLING PEACH GROWERS FOR EFFECTIVE GOVERNMENT (AKA PEACH-PAC),SACRAMENTO,CA,Whitman Meg,S,,,CLING PEACH GROWERS FOR EFFECTIVE GOVERNMENT (AKA PEACH-PAC),Ag,0.505,knn,
1488813.0,0.0,F496,5/20/2010 12:00:00 AM,780657,California Nurses Association Political Action Committee (CNA-PAC),Oakland,CA,Jerry Brown (I),S,,,California Nurses Association Political Action Committee (CNA-PAC),Labor,0.9,keyword,
1489944.0,0.0,F496,5/25/2010 12:00:00 AM,780657,California Nurses Association Political Action Committee (CNA-PAC),Oakland,CA,Meg Whitman,O,,,California Nurses Association Political Action Committee (CNA-PAC),Labor,0.9,keyword,
1490587.0,0.0,F496,5/26/2010 12:00:00 AM,971616,Planned Parenthood Advocacy Project Los Angeles County Action Fund,Los Angeles,CA,Margaret Whitman,O,,,Planned Parenthood Advocacy Project Los Angeles County Action Fund,Labor,0.713,knn,
1490589.0,0.0,F496,5/26/2010 12:00:00 AM,971616,Planned Parenthood Advocacy Project Los Angeles County Action Fund,Los Angeles,CA,Steve Poizner,O,,,Planned Parenthood Advocacy Project Los Angeles County Action Fund,Labor,0.713,knn,
1490635.0,0.0,F496,5/26/2010 12:00:00 AM,882070,CALIFORNIA ASSOCIATION OF PSYCHIATRIC TECHNICIANS PAC,SACRAMENTO,CA,Brown Jerry,s,,,CALIFORNIA ASSOCIATION OF PSYCHIATRIC TECHNICIANS PAC,Health Care,1.0,knn,
1491409.0,0.0,F465,5/27/2010 12:00:00 AM,822554,San Bernardino County Safety Employees' Benefit Association PAC,San Bernardino,CA,Jerry Brown,S,1/1/2010 12:00:00 AM,5/22/2010 12:00:00 AM,San Bernardino County Safety Employees' Benefit Association PAC,Labor,1.0,knn,
1491447.0,1.0,F465,10/4/2010 12:00:00 AM,1245822,Democratic Governors' Association Committee for Jerry Brown for Governor 2010 Sponsored by Democratic Governors' Association,Washington,DC,Steve Poizner,O,3/18/2010 12:00:00 AM,5/22/2010 12:00:00 AM,Democratic Governors' Association Committee for Jerry Brown for Governor 2010 Sponsored by Democratic Governors' Association,Political,0.9,keyword,
1491449.0,1.0,F465,10/4/2010 12:00:00 AM,1245822,Democratic Governors' Association Committee for Jerry Brown for Governor 2010 Sponsored by Democratic Governors' Association,Washington,DC,Meg Whitman,O,3/18/2010 12:00:00 AM,5/22/2010 12:00:00 AM,Democratic Governors' Association Committee for Jerry Brown for Governor 2010 Sponsored by Democratic Governors' Association,Political,0.9,keyword,
1491657.0,0.0,F496,5/27/2010 12:00:00 AM,1270707,"American Federation of State, County & Municipal Employees - CA People (AFSCME CA People) Independent Expenditure Committee",Sacramento,CA,Jerry Brown,S,,,"American Federation of State, County & Municipal Employees - CA People (AFSCME CA People) Independent Expenditure Committee",Labor,1.0,knn,
1491775.0,0.0,F465,5/25/2010 12:00:00 AM,1323903,"Level the Playing Field 2010 against Billionaire Meg Whitman for Governor, a coalition of nurses, faculty and painters organizations",Los Angeles,CA,Whitman Meg,O,3/18/2010 12:00:00 AM,5/22/2010 12:00:00 AM,"Level the Playing Field 2010 against Billionaire Meg Whitman for Governor, a coalition of nurses, faculty and painters organizations",Labor,0.9,keyword,
1491783.0,0.0,F465,5/27/2010 12:00:00 AM,1315969,San Francisco Police Officers Association PAC,San Francisco,CA,Jerry Brown,S,1/1/2010 12:00:00 AM,5/22/2010 12:00:00 AM,San Francisco Police Officers Association PAC,Labor,0.9,keyword,
1491913.0,0.0,F465,5/27/2010 12:00:00 AM,780657,California Nurses Association Political Action Committee (CNA-PAC),Oakland,CA,Jerry Brown (I),S,1/1/2010 12:00:00 AM,5/22/2010 12:00:00 AM,California Nurses Association Political Action Committee (CNA-PAC),Labor,0.9,keyword,
1491936.0,1.0,F465,8/2/2010 12:00:00 AM,780657,California Nurses Association Political Action Committee (CNA-PAC),Oakland,CA,Meg Whitman,O,1/1/2010 12:00:00 AM,5/22/2010 12:00:00 AM,California Nurses Association Political Action Committee (CNA-PAC),Labor,0.9,keyword,
1491978.0,0.0,F496,5/27/2010 12:00:00 AM,780657,California Nurses Association Political Action Committee (CNA-PAC),Oakland,CA,Meg Whitman,O,,,California Nurses Association Political Action Committee (CNA-PAC),Labor,0.9,keyword,
1493008.0,0.0,F496,5/28/2010 12:00:00 AM,780657,California Nurses Association Political Action Committee (CNA-PAC),Oakland,CA,Meg Whitman,O,,,California Nurses Association Political Action Committee (CNA-PAC),Labor,0.9,keyword,
1493504.0,0.0,F496,6/1/2010 12:00:00 AM,780657,California Nurses Association Political Action Committee (CNA-PAC),Oakland,CA,Meg Whitman,O,,,California Nurses Association Political Action Committee (CNA-PAC),Labor,0.9,keyword,
1494814.0,0.0,F496,6/3/2010 12:00:00 AM,780657,California Nurses Association Political Action Committee (CNA-PAC),Oakland,CA,Meg Whitman,O,,,California Nurses Association Political Action Committee (CNA-PAC),Labor,0.9,keyword,
1495559.0,0.0,F496,6/4/2010 12:00:00 AM,780657,California Nurses Association Political Action Committee (CNA-PAC),Oakland,CA,Meg Whitman,O,,,California Nurses Association Political Action Committee (CNA-PAC),Labor,0.9,keyword,
1496242.0,0.0,F496,6/8/2010 12:00:00 AM,1245822,Democratic Governors' Association - Non-Candidate Contribution Committee Sponsored by Democratic Governors' Association,Washington,DC,Steve Poizner,O,,,Democratic Governors' Association - Non-Candidate Contribution Committee Sponsored by Democratic Governors' Association,Political,0.654,knn,
1496243.0,0.0,F496,6/8/2010 12:00:00 AM,1245822,Democratic Governors' Association - Non-Candidate Contribution Committee Sponsored by Democratic Governors' Association,Washington,DC,Meg Whitman,O,,,Democratic Governors' Association - Non-Candidate Contribution Committee Sponsored by Democratic Governors' Association,Political,0.654,knn,
1504639.0,0.0,F465,7/28/2010 12:00:00 AM,1270707,"American Federation of State, County & Municipal Employees - CA People (AFSCME CA People) Independent Expenditure Committee (a committee for Jerry Brown for Governor 2010)",Sacramento,CA,Jerry Brown,S,1/1/2010 12:00:00 AM,6/30/2010 12:00:00 AM,"American Federation of State, County & Municipal Employees - CA People (AFSCME CA People) Independent Expenditure Committee (a committee for Jerry Brown for Governor 2010)",Political,0.9,keyword,
1504641.0,1.0,F465,8/16/2010 12:00:00 AM,1270707,"American Federation of State, County & Municipal Employees - CA People & AFSCME AFL-CIO - supporting Jerry Brown for Governor 2010",Sacramento,CA,Jerry Brown,S,1/1/2010 12:00:00 AM,6/30/2010 12:00:00 AM,"American Federation of State, County & Municipal Employees - CA People & AFSCME AFL-CIO",Labor,0.9,keyword,
1506051.0,0.0,F465,7/30/2010 12:00:00 AM,971616,Planned Parenthood Advocacy Project Los Angeles County Action Fund,Los Angeles,CA,Margaret Whitman,O,1/1/2010 12:00:00 AM,6/30/2010 12:00:00 AM,Planned Parenthood Advocacy Project Los Angeles County Action Fund,Labor,0.713,knn,
1506054.0,0.0,F465,7/30/2010 12:00:00 AM,971616,Planned Parenthood Advocacy Project Los Angeles County Action Fund,Los Angeles,CA,Steve Poizner,O,1/1/2010 12:00:00 AM,6/30/2010 12:00:00 AM,Planned Parenthood Advocacy Project Los Angeles County Action Fund,Labor,0.713,knn,
1506309.0,0.0,F465,6/30/2010 12:00:00 AM,950225,LOS ANGELES UNIFIED SCHOOL DISTRICT POLICE OFFICERS ASSOCIATION PAC,NORTH HOLLYWOOD,CA,BROWN JERRY,S,1/1/2010 12:00:00 AM,6/30/2010 12:00:00 AM,LOS ANGELES UNIFIED SCHOOL DISTRICT POLICE OFFICERS ASSOCIATION PAC,Labor,0.9,keyword,
1507351.0,1.0,F465,10/4/2010 12:00:00 AM,1245822,Democratic Governors' Association Committee for Jerry Brown for Governor 2010 Sponsored by Democratic Governors' Association,Washington,DC,Steve Poizner,O,5/23/2010 12:00:00 AM,6/30/2010 12:00:00 AM,Democratic Governors' Association Committee for Jerry Brown for Governor 2010 Sponsored by Democratic Governors' Association,Political,0.9,keyword,
1507355.0,1.0,F465,10/4/2010 12:00:00 AM,1245822,Democratic Governors' Association Committee for Jerry Brown for Governor 2010 Sponsored by Democratic Governors' Association,Washington,DC,Meg Whitman,O,5/23/2010 12:00:00 AM,6/30/2010 12:00:00 AM,Democratic Governors' Association Committee for Jerry Brown for Governor 2010 Sponsored by Democratic Governors' Association,Political,0.9,keyword,
1508187.0,0.0,F465,8/2/2010 12:00:00 AM,1288733,Working Californians to Support Jerry Brown Governor 2010,Los Angeles,CA,Brown Jerry,S,1/1/2010 12:00:00 AM,6/30/2010 12:00:00 AM,Working Californians to Support Jerry Brown Governor 2010,Political,0.631,knn,
1508206.0,0.0,F465,8/2/2010 12:00:00 AM,1324632,"CA Working Families for Jerry Brown for Governor 2010, A Coalition of Public Employees, Firefighters, and Building Trades Organizations",Los Angeles,CA,Brown Jerry,S,1/1/2010 12:00:00 AM,6/30/2010 12:00:00 AM,"CA Working Families for Jerry Brown for Governor 2010, A Coalition of Public Employees, Firefighters, and Building Trades Organizations",Labor,0.9,keyword,
1508371.0,0.0,F465,8/2/2010 12:00:00 AM,780657,California Nurses Association Political Action Committee (CNA-PAC),Oakland,CA,Meg Whitman,O,5/23/2010 12:00:00 AM,6/30/2010 12:00:00 AM,California Nurses Association Political Action Committee (CNA-PAC),Labor,0.9,keyword,
1509656.0,0.0,F496,8/4/2010 12:00:00 AM,1270707,"American Federation of State, County & Municipal Employees - CA People & AFSCME AFL-CIO - supporting Jerry Brown for Governor 2010",Sacramento,CA,Meg Whitman,O,,,"American Federation of State, County & Municipal Employees - CA People & AFSCME AFL-CIO",Labor,0.9,keyword,
1510908.0,2.0,F496,10/8/2010 12:00:00 AM,1324632,"CA Working Families for Jerry Brown for Governor 2010, A Coalition of Public Employees, Firefighters, and Building Trades Organizations",Los Angeles,CA,Brown Jerry,S,,,"CA Working Families for Jerry Brown for Governor 2010, A Coalition of Public Employees, Firefighters, and Building Trades Organizations",Labor,0.9,keyword,
1510927.0,0.0,F496,8/6/2010 12:00:00 AM,1288733,Working Californians to Support Jerry Brown Governor 2010,Los Angeles,CA,Brown Jerry,S,,,Working Californians to Support Jerry Brown Governor 2010,Political,0.631,knn,
1512594.0,0.0,F496,8/14/2010 12:00:00 AM,1328946,California Nurses Association's Committee to Defend Nurses Against Meg Whitman (Governor's Race 2010),Oakland,CA,Meg Whitman (I),O,,,California Nurses Association's Committee to Defend Nurses Against Meg Whitman (Governor's Race 2010),Labor,0.9,keyword,
1512841.0,1.0,F496,8/17/2010 12:00:00 AM,1324632,"CA Working Families for Jerry Brown for Governor 2010, A Coalition of Public Employees, Firefighters, and Building Trades Organizations",Los Angeles,CA,Brown Jerry,S,,,"CA Working Families for Jerry Brown for Governor 2010, A Coalition of Public Employees, Firefighters, and Building Trades Organizations",Labor,0.9,keyword,
1513191.0,0.0,F496,8/17/2010 12:00:00 AM,1328946,California Nurses Association's Committee to Defend Nurses Against Meg Whitman (Governor's Race 2010),Oakland,CA,Meg Whitman (I),O,,,California Nurses Association's Committee to Defend Nurses Against Meg Whitman (Governor's Race 2010),Labor,0.9,keyword,
1513252.0,0.0,F496,8/17/2010 12:00:00 AM,1328946,California Nurses Association's Committee to Defend Nurses Against Meg Whitman (Governor's Race 2010),Oakland,CA,Meg Whitman (I),O,,,California Nurses Association's Committee to Defend Nurses Against Meg Whitman (Governor's Race 2010),Labor,0.9,keyword,
1513266.0,1.0,F496,8/30/2010 12:00:00 AM,1324632,"CA Working Families for Jerry Brown for Governor 2010, A Coalition of Public Employees, Firefighters, and Building Trades Organizations",Los Angeles,CA,Brown Jerry,S,,,"CA Working Families for Jerry Brown for Governor 2010, A Coalition of Public Employees, Firefighters, and Building Trades Organizations",Labor,0.9,keyword,
1513913.0,0.0,F496,8/18/2010 12:00:00 AM,746162,Ventura County Democratic Central Committee - State,Burbank,CA,Brown Jerry,S,,,Ventura County Democratic Central Committee - State,Political,1.0,knn,
1514746.0,0.0,F496,8/24/2010 12:00:00 AM,1328946,California Nurses Association's Committee to Defend Nurses Against Meg Whitman (Governor's Race 2010),Oakland,CA,Meg Whitman (I),O,,,California Nurses Association's Committee to Defend Nurses Against Meg Whitman (Governor's Race 2010),Labor,0.9,keyword,
1514769.0,1.0,F496,8/30/2010 12:00:00 AM,1324632,"CA Working Families for Jerry Brown for Governor 2010, A Coalition of Public Employees, Firefighters, and Building Trades Organizations",Los Angeles,CA,Brown Jerry,S,,,"CA Working Families for Jerry Brown for Governor 2010, A Coalition of Public Employees, Firefighters, and Building Trades Organizations",Labor,0.9,keyword,
1515057.0,0.0,F496,8/25/2010 12:00:00 AM,1288733,Working Californians to Support Jerry Brown Governor 2010,Los Angeles,CA,Brown Jerry,S,,,Working Californians to Support Jerry Brown Governor 2010,Political,0.631,knn,
1515339.0,0.0,F496,8/26/2010 12:00:00 AM,1324632,"CA Working Families for Jerry Brown for Governor 2010, A Coalition of Public Employees, Firefighters, and Building Trades Organizations",Los Angeles,CA,Brown Jerry,S,,,"CA Working Families for Jerry Brown for Governor 2010, A Coalition of Public Employees, Firefighters, and Building Trades Organizations",Labor,0.9,keyword,
1515356.0,0.0,F496,8/26/2010 12:00:00 AM,1241835,California Professional Firefighters IE PAC,Sacramento,CA,Jerry Brown,S,,,California Professional Firefighters IE PAC,Labor,0.9,keyword,
1515357.0,1.0,F496,8/30/2010 12:00:00 AM,1241835,California Professional Firefighters IE PAC,Sacramento,CA,Meg Whitman,O,,,California Professional Firefighters IE PAC,Labor,0.9,keyword,
1515557.0,1.0,F496,8/30/2010 12:00:00 AM,1328946,California Nurses Association's Committee to Defend Nurses Against Meg Whitman (Governor's Race 2010),Oakland,CA,Meg Whitman (I),O,,,California Nurses Association's Committee to Defend Nurses Against Meg Whitman (Governor's Race 2010),Labor,0.9,keyword,
1516133.0,0.0,F496,8/31/2010 12:00:00 AM,831628,California State Council of Service Employees Small Contributor Committee,Sacramento,CA,Jerry Brown (I),S,,,California State Council of Service Employees Small Contributor Committee,Labor,1.0,knn,
1516214.0,0.0,F496,8/31/2010 12:00:00 AM,831628,California State Council of Service Employees Small Contributor Committee,Sacramento,CA,Jerry Brown (I),S,,,California State Council of Service Employees Small Contributor Committee,Labor,1.0,knn,
1516285.0,0.0,F496,9/1/2010 12:00:00 AM,822725,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL NO. 11 POLITICAL ACTION COMMITTEE,PASADENA,CA,Brown Jerry,S,,,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL NO. 11 POLITICAL ACTION COMMITTEE,Labor,0.9,keyword,
1516440.0,2.0,F496,9/30/2010 12:00:00 AM,1324632,"CA Working Families for Jerry Brown for Governor 2010, A Coalition of Public Employees, Firefighters, and Building Trades Organizations",Los Angeles,CA,Brown Jerry,S,,,"CA Working Families for Jerry Brown for Governor 2010, A Coalition of Public Employees, Firefighters, and Building Trades Organizations",Labor,0.9,keyword,
1516459.0,0.0,F496,9/1/2010 12:00:00 AM,1327049,Peace Officers Research Association of California (PORAC) Statewide Independent Expenditure Committee,Sacramento,CA,Jerry Brown,S,,,Peace Officers Research Association of California (PORAC) Statewide Independent Expenditure Committee,Labor,0.9,keyword,
1516844.0,0.0,F496,9/3/2010 12:00:00 AM,1328946,California Nurses Association's Committee to Defend Nurses Against Meg Whitman (Governor's Race 2010),Oakland,CA,Meg Whitman (I),O,,,California Nurses Association's Committee to Defend Nurses Against Meg Whitman (Governor's Race 2010),Labor,0.9,keyword,
